"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,98
"2",2,1,169,2,98
"3",3,1,257,2,98
"4",4,1,344,2,98
"5",5,1,432,2,98
"6",6,1,520,2,98
"7",7,81,602,2,98
"8",8,83,4.5,2,98
"9",9,86.7,17.1,2,98
"10",10,89.7142857142857,3.5,2,98
"11",11,92.7692307692308,16.4615384615385,2,98
"12",12,95.6666666666667,3.5,2,98
"13",13,97,16,2,98
"14",14,97,21,2,98
"15",15,101.6875,3.625,2,98
"16",16,101.7,17.1,2,98
"17",17,107.272727272727,17.2727272727273,2,98
"18",18,106,3.5,2,98
"19",19,112.692307692308,3.38461538461538,2.15384615384615,98
"20",20,112,16,2,98
"21",21,112,21,2,98
"22",22,116.5,17.5,2,98
"23",23,117,3.5,2,98
"24",24,122,3.04545454545455,2,98
"25",25,123.019230769231,17.6346153846154,1.98076923076923,98
"26",26,128.75,3.375,2,98
"27",27,169,602,2,98
"28",28,257,602,2,98
"29",29,345,602,2,98
"30",30,373.214081826832,173.788772597526,2.43672692673644,98
"31",31,432,602,2,98
"32",32,520,602,2,98
"33",33,608,602,2,98
